symbol,date,calendarYear,period,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,daysOfInventoryOutstanding,operatingCycle,daysOfPayablesOutstanding,cashConversionCycle,grossProfitMargin,operatingProfitMargin,pretaxProfitMargin,netProfitMargin,effectiveTaxRate,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,netIncomePerEBT,ebtPerEbit,ebitPerRevenue,debtRatio,debtEquityRatio,longTermDebtToCapitalization,totalDebtToCapitalization,interestCoverage,cashFlowToDebtRatio,companyEquityMultiplier,receivablesTurnover,payablesTurnover,inventoryTurnover,fixedAssetTurnover,assetTurnover,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,payoutRatio,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,cashFlowCoverageRatios,shortTermCoverageRatios,capitalExpenditureCoverageRatio,dividendPaidAndCapexCoverageRatio,dividendPayoutRatio,priceBookValueRatio,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,priceSalesRatio,dividendYield,enterpriseValueMultiple,priceFairValue,freeCashFlowMargin,returnOnInvestedCapital,cashConversionRatio,freeCashFlowToEarnings,pricePerShare,earningsPerShare,revenuePerShare,dividendPerShare,ebitPerShare,evPerShare
SBUX,2022-10-02,2022,FY,0.7669201687099806,0.4762341834393234,0.3079612753775214,13.303984769133931,33.26991691513953,46.573901684273466,22.032187007939964,24.541714676333502,0.25956657767524643,0.1431862649339696,0.1312204847706843,0.10175409220999494,0.22413100498594013,0.11729048122837618,-0.37690947097604116,0.24528061359990652,0.7754436541506179,0.9164320672181558,0.1431862649339696,0.8508277814313899,-2.7341097558174257,1.7298989814310266,1.5766647679855876,9.562642369020502,0.18472324909261997,-3.213470240966623,27.43538919608677,16.56667129179964,10.970872002205274,2.212546565953856,1.1526856432104766,3.812798057747334,2.2162490245382815,2.759819647966704,0.6896940516821063,0.1363491192329994,0.5812657767266277,0.18472324909261997,1.3872921727608292,-2.388149676858741,10.420142180094787,0.6896940516821063,-11.341458893253396,-11.341458893253396,3.061848913033367,30.090671014139446,38.63284272300469,22.45594933254497,22.45594933254497,-1.4919957711177478,3.061848913033367,0.022920527473715115,19.03468029633398,-11.341458893253396,0.07925507669696097,0.22381078729500664,1.3399865919063871,0.7788883471477329,85.62,2.845400156073875,27.963496054799275,1.9624555622994884,4.003988554582503,103.5007769010665
SBUX,2021-10-03,2021,FY,1.1968986922491842,0.9271904212773266,0.7919743847682607,11.806363254716008,28.32292352053257,40.12928677524857,21.395382590858073,18.7339041843905,0.2887414575060391,0.1676531110851118,0.18433549204077,0.14450148998988321,0.21590845451660476,0.1337671935424272,-0.7891640983236864,0.2096320327693923,0.7839048703541227,1.0995053467703866,0.1676531110851118,0.7519319839707447,-4.436048259791025,1.3318759862040577,1.2910320008313325,10.370583226905065,0.2537205942783551,-5.899533939712847,30.915531914893617,17.059755694948826,12.887087723673545,1.9897025093286775,0.9257149774150596,5.085852581521739,3.8375509510869565,5.619819972826087,0.5046079108422833,0.2060900325526658,0.7545541066270391,0.2537205942783551,2.6615856368322817,-4.07421768707483,9.228197226502312,0.5046079108422833,-24.666484251672554,-24.666484251672554,4.5166065394382775,31.2564703641083,29.044565510831802,21.9156961813962,21.9156961813962,0.08882234384045166,4.5166065394382775,0.016144110482216277,22.2940339808013,-24.666484251672554,0.15550608039751415,0.2275876452145989,1.4262138927916557,1.0761555497344795,111.46,3.565981657608696,24.677819293478258,1.7994225543478262,4.137313179347825,125.88527173913042
SBUX,2020-09-27,2020,FY,1.0625578483149125,0.7507350138835955,0.5922170196548157,13.710392040139467,30.676855067203352,44.387247107342816,19.732134634241476,24.65511247310134,0.21511608129943022,0.0664044561612382,0.049511012841228,0.03947189386852624,0.20585709378220543,0.03160224003812831,-0.11893505528436535,0.07089709774511184,0.7972346272758503,0.7455977460459755,0.0664044561612382,0.8598886789562376,-3.23619172079794,1.5376820379989253,1.4471888482098352,3.5736842105263156,0.06325716186042092,-3.763500787946343,26.62214172515282,18.49774526505662,11.898220961712003,1.6359778790302946,0.8006263936407428,1.3623806275579808,0.0973738062755798,3.9496077762619373,2.0720672196488206,0.06793945063355727,0.07147327575416197,0.06325716186042092,0.543931914893617,-1.076974925856026,3.632189133894067,2.0720672196488206,-12.932940769496867,-12.932940769496867,4.292154775065907,108.73951955186901,883.913274956217,63.1761772437101,63.1761772437101,-1.4850999198056183,4.292154775065907,0.019055328073805215,36.01536842727514,-12.932940769496867,0.004855855089718513,0.070160491527897,1.721210815469137,0.12302057524507162,86.06999999999998,0.7915245566166438,20.052864938608455,1.6400920873124145,1.3315995907230558,103.65756821282399
SBUX,2019-09-29,2019,FY,0.9165464360400084,0.5894759025402435,0.43552126055732976,12.105807172012101,29.34891301490497,41.45472018691707,22.830130648510817,18.624589538406255,0.28247813916992975,0.15383309567461126,0.16848117214790673,0.1357748051575715,0.19515471765706865,0.187267164769298,-0.577516767754565,0.31246120957175366,0.8058752406967892,1.0952205792196965,0.15383309567461126,0.5812920144019647,-1.7926574885273259,2.26290832455216,2.261578947368421,12.319939577039275,0.4517462988489286,-3.0839190013157474,30.150818926296633,15.987643943851392,12.436576435203348,4.1215541769672095,1.3792482673937023,4.132820176875205,2.6534556174254833,2.2576973468719292,0.48935874638808624,0.19039104290683023,0.6420447790766792,0.4517462988489286,970.5769230769231,-2.7936455219749807,-111.41280353200882,0.48935874638808624,-17.325904816918584,-17.325904816918584,4.073338614638268,30.000695710157814,33.32258486606592,21.394591638597188,21.394591638597188,-3.065696092881754,4.073338614638268,0.016311579941874356,20.22031495789565,-17.325904816918584,0.12223957508129438,0.3166715144164332,1.4022560569015337,0.9003111802622805,88.42,2.9472649852603996,21.70700949885359,1.4422698984605307,3.33925646904684,95.31084507042253
SBUX,2018-09-30,2018,FY,2.198057774181063,1.6943281376446993,1.5404630378945146,10.234086449968649,29.43294161000017,39.66702805996882,24.784197101516032,14.88283095845279,0.2974089281741136,0.15709460142802242,0.23382349966625537,0.18278282327716985,0.21833910034602075,0.18704359921180308,3.863445917058572,0.21022401229956367,0.7817128027681661,1.4884247933458656,0.15709460142802242,0.39079084631815997,8.071911073108167,0.8860103121923643,0.889769642587845,22.802701115678214,1.2645840616095168,20.65532278751603,35.66512768720242,14.727126261341473,12.40107104605498,4.169182506619892,1.0233105926379757,8.633687712446662,7.204310407174369,6.464019671656903,0.3858530863377819,0.4829304799854366,0.8344418569585685,1.2645840616095168,34.11774792797942,-6.040174053835256,-51.23519313304721,0.3858530863377819,65.71224112868747,65.71224112868747,3.108900503650964,17.00871256888653,7.714825827694902,6.437573589773661,6.437573589773661,0.26785374124230754,3.108900503650964,0.022685613903759543,13.833053702051739,65.71224112868747,0.40297740650094055,0.31241817758790213,2.642099904831463,2.2046787508576235,55.58,3.2677370362334557,17.877703044767483,1.2608664207709555,2.8084906342662905,55.94327475229623
SBUX,2017-10-01,2017,FY,1.251782879617125,0.8437699907598266,0.5833866420262042,14.191219825968874,32.054856259858994,46.246076085827866,18.389241219457233,27.856834866370633,0.3062206300141155,0.18469365876319974,0.1928591848768024,0.12885718369753604,0.33181239143022584,0.20080609233168123,0.5292930404946699,0.4075643919604925,0.6681412854661263,1.0442111882361478,0.18469365876319974,0.2895249763323495,0.7631419606979688,0.41913308535922494,0.43283069526396306,44.69945945945946,1.0036305058665127,2.63584154419185,25.720128676470587,19.84856230031949,11.386730205278592,4.550625063522716,1.5583616416996158,2.9158284436993576,1.8544984632578934,1.8796451522771724,0.5027905848095122,0.18646255829327996,0.6360108281628057,1.0036305058665127,18.42144748455428,-2.7473344741345267,-60.49710144927536,0.5027905848095122,14.13449221115209,14.13449221115209,3.4410633051619706,26.70447394876417,29.015931296847338,18.45444649402295,18.45444649402295,6.40907374770339,3.4410633051619706,0.01882795316523284,13.942509856853622,14.13449221115209,0.11859220612146443,0.3596120200392374,1.4470482199188823,0.9203383367421222,53.81,2.015018161497625,15.637608270466611,1.013132159821179,2.88816708577815,54.83563565241688
SBUX,2016-10-02,2016,FY,1.0469770612945084,0.6668279487123094,0.468187116496954,13.164445320160068,34.52066495602179,47.68511027618186,18.295827215719637,29.389283060462223,0.3162193479984425,0.19571775059931787,0.1969703366970196,0.1321877096439747,0.32860953651217073,0.1966363097107366,0.4788749150237933,0.42646126796557154,0.6711046539322632,1.0063999616481698,0.19571775059931787,0.25138350954324995,0.6122025832766825,0.3524245559199665,0.3797305559655078,51.31488314883149,1.27008494808728,2.4353331067301154,27.726196670135277,19.94990418833835,10.573376858904606,4.701552781331333,1.4875536480686695,3.1325573433755562,2.146388223211229,1.5496062992125985,0.41807147673634526,0.21463320807472355,0.6851872090227537,1.27008494808728,11.43775,-3.1764910088176075,-17.442241707967977,0.41807147673634526,13.363922501699525,13.363922501699525,3.688951440004879,27.90691698903361,25.083998979201226,17.187235251688488,17.187235251688488,8.651144266600427,3.688951440004879,0.01498092666060647,15.086011299435029,13.363922501699525,0.1470639288043198,0.3659585924148626,1.6237001809986866,1.11253859530823,53.84,1.92927079767203,14.594933242040398,0.8065730914070524,2.8564875042793565,54.75680931187949
SBUX,2015-09-27,2015,FY,1.1913781305597373,0.6378541124948679,0.41880388668400165,13.695095158824174,36.12777112724077,49.822866286064944,18.921173457790978,30.901692828273966,0.3112348468639597,0.18791715154962504,0.20367693487869665,0.14389412765424497,0.2930310017934922,0.22154731200938446,0.4739429357167411,0.40954893888042215,0.7064821931847297,1.0838655928908636,0.18791715154962504,0.20942303211447763,0.4480061876933654,0.28749004959892227,0.30939521633331357,51.07801418439716,1.4383656244005372,2.139240288759024,26.651877607788595,19.29055831628179,10.103031230863442,4.68720495071301,1.5396549923269136,2.52447646623123,1.6466231230220187,1.0850447781294188,0.33676651918473927,0.19564570754643135,0.6522632098370276,1.4383656244005372,14.475289575289576,-2.875738283347396,-9.994934684084244,0.3367665191847392,14.235824510140942,14.235824510140942,4.322148079341638,30.037001160513526,33.86931667620839,22.091709210210453,22.091709210210453,0.8635637833647634,4.322148079341638,0.011211722414801202,18.271096815064006,14.235824510140942,0.12761249719507167,0.3505398089558188,1.3596503952999202,0.8868499310945093,55.77,1.8567099858595382,12.903306174668373,0.6252777590734631,2.4247525419163694,56.44005588849236
SBUX,2014-09-28,2014,FY,1.3718695494783955,0.8144272221673742,0.5622141047158324,14.002784566932963,34.633252152735494,48.63603671966845,16.943593981038532,31.69244273862992,0.3010007417405367,0.18732596456668976,0.19210471917216893,0.12573718065637957,0.345602430610501,0.19232951110863117,0.3922799696509863,0.3994062896995152,0.654524163686426,1.0255103696731687,0.18732596456668976,0.21578364906211348,0.4401176024279211,0.2798109367102441,0.3056122650580193,48.06708268330733,0.26194888591992416,2.039624430955994,26.066244057052298,21.54206483042908,10.539004491704098,4.673998294970162,1.5296152665792484,0.40547031354236157,-0.36897931954636426,1.230020013342228,0.37865673806875877,0.03695327034618612,-0.910003290556104,0.26194888591992416,2.2345588235294116,-0.5235593074338875,-1.6087877183695076,0.37865673806875877,10.702268588770865,10.702268588770865,3.430389474580187,27.282220395532132,-102.01113722654131,92.83047054952287,92.83047054952287,0.0010916857924730937,3.430389474580187,0.0138792492905295,14.36292004048583,10.702268588770865,-0.033627597611838665,0.3357195296290228,0.29389294521541515,-0.26744354721725255,37.64,1.3796531020680454,10.97251501000667,0.5224149432955304,2.055436957971981,37.95787858572382
SBUX,2013-09-29,2013,FY,1.0174994885909285,0.7057817120116043,0.4789950346828334,13.759619129477176,38.017697124217314,51.777316253694494,16.822625698324025,34.95469055537047,0.2836249848914197,-0.021850364620405315,-0.015437611635621332,0.0005573387410859376,1.0382775119617225,0.0007206925595005513,0.0018525958662559707,-0.05300192201192299,-0.03610265332753371,0.7065150583896742,-0.021850364620405315,0.12368126286175728,0.31793223516807284,0.2248252474219669,0.24123564678386342,-11.580071174377224,2.0417719741645604,2.570577206374715,26.52689704310652,21.696969696969695,9.600791936645068,4.653085455397594,1.2930961126017002,1.9306293149229952,1.1664232607541158,2.1467073818374933,75.7710843373494,0.19529015189159427,0.6041673830072551,2.0417719741645604,23.2664,-2.526320361362057,-5.568255791690599,75.77108433734941,12.941684746216687,12.941684746216687,3.893402989484428,6985.703132530121,32.998313129588524,19.936504487157446,19.936504487157446,-70.2771665601718,3.893402989484428,0.010846593807358975,17.699858288853513,12.941684746216687,0.11798793999543386,0.003495104075074919,350.3975903614458,211.6987951807229,38.49,0.005509824747742963,9.88595326606479,0.41748539564524695,-0.21601168348380245,37.28885820499203
SBUX,2012-09-30,2012,FY,1.9004434790478777,1.1416870305004978,0.5378767309258756,13.33535095304335,77.95013159479126,91.2854825478346,24.995527497290695,66.28995505054391,0.562893341854957,0.13434339636828452,0.15482536937478852,0.1040490243994135,0.3275217327958817,0.16836188436830835,0.2708553532981014,0.29731753586048526,0.6720411830411345,1.1524598421671237,0.13434339636828452,0.20481312049834532,0.3294969661381875,0.09712649772028417,0.247835816500795,54.63914373088685,1.0214446952595937,1.6087688393031905,27.370858201275983,14.602612408942477,4.682480869915425,5.001880476888939,1.6181015183959508,1.1474042439610304,0.5760709995996263,1.3592686507406913,0.3707183118947825,0.12929057483364037,0.5020645536493167,1.0214446952595937,1.5165814076556712,-2.0082924550338705,-5.010198135198135,0.37071831189478244,7.353670385594049,7.353670385594049,2.824910861310576,27.149806330394565,43.51894127186378,21.84931782494911,21.84931782494911,2.503815472691943,2.824910861310576,0.01365454719578454,13.819376590330789,7.353670385594049,0.06491221474491522,0.2492360023260866,1.2425928602399192,0.6238618297441827,25.07,0.923395168824236,8.87461630855465,0.3423194981983184,1.1922460963565993,24.834046443347123
SBUX,2011-10-02,2011,FY,1.828162636092109,1.1741015512091724,0.5530879660853647,12.057066425079483,71.225627866567,83.28269429164648,39.823813468571316,43.45888082307516,0.5769973676113637,0.14772999213702095,0.15478957984342415,0.1064664455916037,0.3109160178896803,0.16924351937394708,0.28408857670642435,0.32708246603338004,0.6878140356689305,1.0477870986404396,0.14772999213702095,0.18765284495407858,0.3149900795913248,0.1113610570687419,0.2395379892821838,51.906906906906904,1.1673906747755576,1.6785787589226664,30.272703751617076,9.16537037037037,5.124559950300269,4.9683227176220806,1.5896418672898212,1.087402212031292,0.7286889668195307,1.382991637442676,0.3126756040780284,0.13780725445283923,0.6701190771520714,1.1673906747755576,1.9386798124323674,-3.031396879112615,-11.323033707865168,0.3126756040780284,6.120705147209743,6.120705147209743,2.2938258521076205,21.54505900297022,24.839130032392415,16.64517489456711,16.64517489456711,0.7257283032579442,2.2938258521076205,0.014512636239934302,10.95893752088206,6.120705147209743,0.0923472701787973,0.28794431598638653,1.2943726418880952,0.8673838002729389,18.100000000000005,0.8400998111680605,7.8907472349608865,0.26267871594281095,1.1657000269759916,17.648489344483416
SBUX,2010-10-03,2010,FY,1.549322691248384,0.984992411893654,0.6542633916024957,10.318611427610811,44.47685372089894,54.79546514850975,23.134840532902704,31.660624615607045,0.5835963912807964,0.1325625268505893,0.1342062498832583,0.08831275566430692,0.34008350730688935,0.14807623044519957,0.2573271287452037,0.30810975080316055,0.6580375782881002,1.0123996054670987,0.1325625268505893,0.23263752955730593,0.40427790023675403,0.13006320873085392,0.28789023893959653,43.40672782874618,1.1476171243941842,1.7378017253109097,35.372976544433435,15.777070063694268,8.206515737161789,4.43095385888682,1.6767252853943846,1.1479262052248855,0.8511984917856181,0.9760974952868301,0.18083756345177665,0.15922632945439602,0.7415097659686786,1.1476171243941842,1.8210852381969664,-3.8686181075561605,-6.32146829810901,0.18083756345177665,5.193572264402537,5.193572264402537,1.7823953527466985,20.182762267343485,15.096361335231768,11.194099360666314,11.194099360666314,0.13809258393445542,1.7823953527466985,0.008960000670690109,8.95091834262176,5.193572264402537,0.11806787828978091,0.27207083470680876,1.802982233502538,1.3369289340101524,12.850000000000001,0.636681928359817,7.209399407487208,0.11513600861836791,0.9556962025316457,12.87417182870994
SBUX,2009-09-27,2009,FY,1.2876660341555977,0.5927261227071474,0.3793801391524352,10.119595686780022,56.11424541607899,66.233841102859,22.541908483433144,43.691932619425856,0.5575368813046058,0.05749595891391975,0.05720950217911731,0.03998117570028441,0.3011444921316166,0.0700760292640941,0.1283120464917753,0.14064768006406728,0.6988555078683834,0.9950177935943061,0.05749595891391975,0.09853320900875054,0.18041829464490922,0.15279554937413073,0.15284267912772587,14.373401534526854,2.527752502274795,1.8310404833043308,36.06863468634686,16.19206289779109,6.504587155963303,3.853729695631604,1.7527255773920527,0.9310899584394691,0.6323904008580239,0.4465075747419225,0.0,0.14210300165735681,0.6791936645068395,2.527752502274795,6945.0,-3.117145421903052,-3.117145421903052,0.0,5.049892635518929,5.049892635518929,1.5735127780164917,39.35634083930399,16.30322026711893,11.073043916486682,11.073043916486682,2.164598746161719,1.5735127780164917,0.0,10.261149933065596,5.049892635518929,0.09651545843308167,0.11565276661426133,3.55424769703173,2.4140225179119756,10.31,0.261965410912991,6.552218796085267,0.0,0.3767261026947312,10.231839388657997
SBUX,2008-09-28,2008,FY,0.7982828697995159,0.2976663469881719,0.12321322555601225,11.583116632957719,30.13825324180015,41.72136987475787,14.133831521739129,27.58753835301874,0.19190985264374458,0.04853125300972744,0.04425503226427815,0.030386208224983145,0.3133841131664853,0.055618235024503755,0.12666104620819785,0.14467828533693186,0.6866158868335147,0.9118872792220679,0.04853125300972744,0.2227021119063569,0.5071660845477538,0.18075974346324616,0.33650311650950937,0.0,0.9963587429747487,2.277329479304669,31.511380880121397,25.82456140350877,12.110854503464203,3.5120416723041536,1.8303776046257447,0.8603554340396445,0.1874231032125769,0.22030075187969925,0.0,0.1212270056823654,0.21784380710256615,0.9963587429747487,1.763626173462239,-1.2785170137125443,-1.2785170137125443,0.0,4.164225781845919,4.164225781845919,0.9990051044977367,32.87692551505547,37.82884755652808,8.240780170016684,8.240780170016684,-0.6432441948597809,0.9990051044977367,0.0,6.921306783582998,4.164225781845919,0.026408552441490898,0.10767973152886871,3.989540412044374,0.8690966719492869,7.090000000000001,0.21565276828434723,7.0970608339029395,0.0,0.34442925495557075,7.733198906356802
SBUX,2007-09-30,2007,FY,0.7870262381202895,0.33708965533878343,0.13048127498763665,11.166409020796584,34.990258506810726,46.15666752760731,19.771986550821183,26.38468097678613,0.23338306328950645,0.11198484151883595,0.11224186757962097,0.07146982036970315,0.36325168218530735,0.125870762768162,0.2944849147394814,0.33056520189993954,0.6367483178146927,1.0022951861814422,0.11198484151883595,0.2359979026467296,0.5521363397759397,0.19409837847068595,0.35572670108068205,0.0,1.0555662160704884,2.339581553834589,32.68732135104628,18.46046167702054,10.43147480402164,3.25608550691194,1.7611736270925347,0.8877173913043478,0.16729327820752202,0.29254067751400376,0.0,0.14144625451190176,0.18845330715185532,1.0555662160704884,1.872261516153486,-1.2322149899847086,-1.2322149899847086,0.0,8.639984729328665,8.639984729328665,2.0968753429980374,29.3393117843476,78.66424844443205,14.82453777396841,14.82453777396841,1.3569431700260766,2.0968753429980374,0.0,13.400269498187388,8.639984729328665,0.026656014447010924,0.23085171392562645,1.9791046595642825,0.37296881829453576,13.160000000000002,0.4485449453187517,6.276004934649241,0.0,0.7028174179781276,13.708446252333959
SBUX,2006-10-01,2006,FY,0.7903348797801222,0.35023145038798936,0.16150174104421322,10.512331413281363,37.90316080795953,48.415492221240896,20.3114477908392,28.104044430401697,0.21320937025086356,0.11480142012101797,0.11637983177478399,0.07246220660176998,0.35836966464844416,0.12740269062062465,0.2532005747348223,0.3585386719158905,0.6226354300115974,1.0137490603522337,0.11480142012101797,0.15866546878813695,0.3153323347570076,0.0008778442512409974,0.23973586478831724,0.0,1.610361168032787,1.9874036686461691,34.72112756441983,17.970161642766847,9.629803747748428,3.4035339846732744,1.7581950177254562,0.7385539227843376,0.23521499411314764,0.29606820916991466,0.0,0.14532444186691001,0.31848046142168,1.610361168032787,1.6148606802309486,-1.4673093629656522,-1.4673093629656522,0.0,11.55785655501937,11.55785655501937,3.307685183734513,45.64703917881682,71.46653240955263,22.76069421800177,22.76069421800177,0.3477869651719377,3.307685183734513,0.0,19.98094642324945,11.55785655501937,0.04628299530162162,0.26302690702278564,2.0055205145154975,0.6387190988535408,16.809999999999995,0.3682604677632832,5.0821039688610306,0.0,0.5834327528279081,16.972558052718
SBUX,2005-10-02,2005,FY,0.9856054950464386,0.4057046640738845,0.14165408852188596,10.931833953495675,40.13551430744702,51.067348260942694,16.234599137263853,34.83274912367884,0.21998539870943432,0.12255899392397909,0.12504419637950795,0.07763286389399149,0.3791566010918533,0.14071082919638653,0.2365153345827151,0.3413167683178776,0.6208433989081467,1.0202776016346087,0.12255899392397909,0.07985566573185186,0.13422626820380804,0.0013709073400385192,0.11834170303282823,0.0,3.291335552245401,1.680860925441756,33.38872521781067,22.482846475845683,9.094190177906238,3.457781922987765,1.8125162738879332,0.2924401889636131,0.08853521537039148,0.09721620628949935,0.0,0.14500934168589955,0.3027464032360049,3.291335552245401,3.325345277013696,-1.4341984102212926,-1.4341984102212926,0.0,19.034574200936174,19.034574200936174,6.247833827893175,80.47923926166963,142.31625175685485,43.085733341417566,43.085733341417566,2.414377177850088,6.247833827893175,0.0,34.76247798003523,19.034574200936174,0.043901056631026954,0.22933272282572092,1.867886026772262,0.5654957762600942,12.6,0.15656211608850387,2.0166989627265473,0.0,0.24716459591929785,12.5916353204909
SBUX,2004-10-03,2004,FY,1.7477904927328922,1.013097397123809,0.3820378553730619,9.667567455768499,37.08042480777412,46.74799226354262,17.488718822633018,29.259273440909602,0.2141526453148106,0.11524150648808036,0.11791233011984519,0.07400013637444569,0.37241392567484227,0.11771491102612608,0.15754467167051037,0.23971392290078375,0.6275860743251578,1.023175882658572,0.11524150648808036,0.001307926763312429,0.0017504740113119307,0.0014527944207554451,0.0017474152064061454,0.0,182.36802205375602,1.3383578197289239,37.75510247742929,20.870596851705077,9.843468673624141,3.5979893247866386,1.5907391093238081,0.5000894537775953,0.25681549591410424,0.4113670553076328,0.0,0.14994540300065334,0.5135391158005059,182.36802205375602,1080.0653061224489,-2.055663738813391,-2.055663738813391,0.0,7.506957911012544,7.506957911012544,3.5260850353223034,47.6497099610746,45.79162934908456,23.515792846993378,23.515792846993378,-1.620090138676536,3.5260850353223034,0.0,20.081371854018364,7.506957911012544,0.07700282967530604,0.17047671607572473,2.026285495501244,1.040576861719099,11.760000000000002,0.24680108251670016,3.335143617409974,0.0,0.3843469748244313,11.351375143944988
SBUX,2003-09-28,2003,FY,1.5180293180746605,0.7630305748452036,0.33005751573427433,10.249857564258026,74.24668194608547,84.4965395103435,36.58469400828505,47.91184550205845,0.5863283280031367,0.10421069988089869,0.10706235912847484,0.06584334472982847,0.3850000572954267,0.09830438436396646,0.1288621401854663,0.20023780753148332,0.6149999427045734,1.0273643613451908,0.10421069988089869,0.001859513669037339,0.002437540427587618,0.0020864671472473634,0.0024316132719330225,0.0,111.59318360914105,1.310848351466822,35.610250943660006,9.976849879278511,4.916044602034152,2.942823391113595,1.4930041110051997,0.36240732636729595,0.1338217492891929,0.2239336614178266,0.0,0.13898759471792815,0.36925784760092295,111.59318360914105,784.5526315789474,-1.5854339149467367,-1.5854339149467367,0.0,5.486683432360414,5.486683432360414,2.803473449536035,42.57793192371044,54.62490244543781,20.17067390241276,20.17067390241276,1.9869701564398212,2.803473449536035,0.0,16.418200893588153,5.486683432360414,0.05132226006877156,0.13603123459269942,2.110882964530867,0.7794601000201233,7.31,0.17168518219949686,2.6074796610646622,0.0,0.27172728040475697,7.089313914416524
SBUX,2002-09-29,2002,FY,1.576844220357588,0.9298907886658356,0.324791158905282,10.828562246192353,36.96979598560134,47.79835823179369,19.103978490526682,28.69437974126701,0.2099818541594961,0.09690906525813431,0.10379919413981784,0.06539343757867352,0.3700005272623951,0.0938062646549799,0.12456172052277316,0.18158423377691787,0.6299994727376049,1.0710989097184094,0.09690906525813431,0.03518983432894149,0.046727223656608974,0.0029311999556508755,0.04464126144858766,0.0,5.9206628574261595,1.3278614278152108,33.707152593442856,19.105967910348987,9.872924377028125,2.598374410233884,1.4344904951987494,0.3106425567003873,0.0664686694430499,0.261576139405306,0.0,0.1452412168415778,0.21397155028941667,5.9206628574261595,6.318166787910853,-1.2722185823785401,-1.2722185823785401,0.0,4.595460727726368,4.595460727726368,2.4125628080809802,36.89304152543555,77.63055952881784,16.610731172216,16.610731172216,2.213582491526132,2.4125628080809802,0.0,15.979697517491282,4.595460727726368,0.031077488333513738,0.12703225456247974,2.221036578278073,0.47523863990366066,5.16,0.13986377340134692,2.1388044210564647,0.0,0.2072695372145471,4.950891390697469
SBUX,2001-09-30,2001,FY,1.3338715907865895,0.6984036436810521,0.2543142944410507,12.459559906077056,38.79610191085251,51.25566181692956,22.427788165166525,28.827873651763035,0.21419414265113365,0.10611405144621704,0.10906915114496901,0.06840746249499807,0.3728065014086847,0.09789637063292561,0.1317003009607341,0.19995660756522204,0.6271934985913153,1.0278483354322754,0.10611405144621704,0.0369900364065803,0.049762814451638784,0.004187555592225014,0.047403864726941414,0.0,6.7303344530451295,1.3453032028588725,29.29477467514515,16.274453696102576,9.408161697242523,2.3322920555316857,1.4310773570951234,0.3032803500163215,0.050419487822085565,0.1451484463023998,0.0,0.1739635633338115,0.16624713015324658,6.7303344530451295,7.351572969178738,-1.1993961714144423,-1.1993961714144423,0.0,4.086006307020649,4.086006307020649,2.122343845555648,31.025033938524366,73.38432340003394,12.199933163493379,12.199933163493379,0.3406244984858969,2.122343845555648,0.0,12.895264805574952,4.086006307020649,0.028920943155478714,0.1363985656847436,2.5430495005794382,0.42277468130897855,3.6999999999999997,0.11925853191108489,1.7433555866774773,0.0,0.1849945244137437,3.5999132593427188
SBUX,2000-10-01,2000,FY,1.467893159159907,0.665721737520391,0.22607110591825724,12.852799949106084,43.70049629132223,56.55329624042832,15.961204493517458,40.59209174691086,0.2235483017382301,0.10720545376260017,0.07402206693840822,0.04359358994808267,0.41107305225135454,0.06333268815663194,0.08234420266823639,0.1970980099671153,0.5889269477486454,0.6904692283876295,0.10720545376260017,0.042528083604184766,0.0552943706847533,0.005613560519602869,0.05239710569940234,0.0,5.016913385826772,1.3001848660613602,28.39848137723375,22.86794835240927,8.35230789066529,2.330590410621869,1.4527981804677554,0.2153563065474742,0.0014358258838035596,0.0893355452082353,0.0,0.14686121911214087,0.006667210757940071,5.016913385826772,5.587351140887805,-1.0067119608152946,-1.0067119608152946,0.0,6.505060000923024,6.505060000923024,3.4438237189623173,78.998396852925,3517.139548022599,23.449510631752744,23.449510631752744,-8.085718266122907,3.4438237189623173,0.0,16.445219748135255,6.505060000923024,0.0009791546999886596,0.12348815130686264,3.368871875132186,0.02246097880800305,5.05,0.06392534787005641,1.466393291907999,0.0,0.15720535825343004,5.00359051111075
